School_level_transliterated,School_name_transliterated,Potential_district_transliterated,Location_1_transliterated,Matched_District
1,pasale,tanahu.n.n,,Tanahun
4,aruna,tanahu.n.n,dharamapani,Tanahun
1,sarasvati,tanuha.n,chokachisapani,Dhanusha
2,kotakalika,tanahu.n,,Tanahun
4,kalika,tanahu.n.n,purkota,Tanahun
4,bhanu samskrrita,tanahu.n.n,,Tanahun
4,kalika,kaski,pokhara,Kaski
2,chandi,tanahu.n,,Tanahun
2,rishithuma,tanahu.n,darmuka,Tanahun
2,shramika,tanahu.n,,Tanahun
2,ganosha,tanahu.n,,Tanahun
1,bhirkota,tanahu.n.n,rrishi~nga,Tanahun
4,bala vikasa,tanahu.n.n,,Tanahun
2,tatopani,tanahu.n,,Tanahun
2,a.nbu,tanahu.n.n,a.nbukhaireni,Tanahun
2,shiva sundara,tanahu.n.n,,Tanahun
4,amarajyoti,tanahu.n.n,vyasa,Tanahun
1,kalpeshvara,kathamadaum,ramakota,Kathmandu
4,jala devi,tanahu.n.n,vi,Tanahun
4,mamgala,lamaju~na,suryapala,Lamjung
2,pa~nchajyoti,tanahu.n.n,kyamina pathara,Tanahun
4,shahida krrishna,tanahu.n.n,,Tanahun
4,himalaya,kaski,mauja,Kaski
2,nara,tanahu.n,,Tanahun
1,dipendra,navalaparasi,va su purva,Nawalparasi
2,bala vikasa,tanahu.n,,Tanahun
3,bala naketana,tanah.n,,Tanahun
4,janapremi,tanahu.n.n,shuklagandaki,Tanahun
2,arunodaya,tanahu.n.n,,Tanahun
1,sahavira,tanahu.n.n,gumleka,Tanahun
4,gau.npharkodaya,tanahu.n.n,shuklagandaki na pa,Tanahun
1,udaya,bhaktapura,,Bhaktapur
2,vishvashanti,Syangja,putalibajara,Syangja
1,rashtiya,tanahu.n.n,,Tanahun
1,jaladevi,tanahu.n.n,devaghata,Tanahun
4,ramashaha,tanahu.n.n,a.nbukhaireni ga pa,Tanahun
4,janakalyana,tanahu.n,,Tanahun
1,mahadevasthana,gorakha,,Gorkha
0,vishvajyoti khota~na,Khotang,,Khotang
4,varahi,tanahu.n.n,vyasa pharakachaura,Tanahun
1,rashtriya,kathamadaum,jaisidavala,Kathmandu
3,mahasyakanya,tanahu.n,,Tanahun
1,chandeshvari,tanahu.n.n,vyasa,Tanahun
2,shanti varsha,tanahu.n,,Tanahun
2,navajyoti,kaski,,Kaski
4,talabesi,tanahu.n,,Tanahun
4,amarajyoti gau.npharka,kaski,lekhanatha,Kaski
4,lakshmi adarsha,kaski,,Kaski
2,janasahayogi,tanahu.n,,Tanahun
3,guheshvari,kathamadaum,,Kathmandu
4,shukla,tanahu.n.n,beltara,Tanahun
2,kanya debi,tanahu.n,,Tanahun
4,chabdi,tanahu.n.n,,Tanahun
4,khaireni,tanahu.n.n,shuklagandaki,Tanahun
2,dila,tanahu.n,,Tanahun
1,masrya~ngadi,tanahu.n.n,bhanu,Tanahun
4,shahida krrishna,tanahu.n.n,shuklagandaki,Tanahun
4,bhanu,tanahu.n.n,,Tanahun
2,simana,tanahu.n,,Tanahun
4,rajapura,tanahu.n.n,,Tanahun
4,kalika,kaski,,Kaski
2,rajasthala,tanahu.n,,Tanahun
4,adharabhuta,tanahu.n.n,raipura,Tanahun
4,maheshvari,kaski,pokhara,Kaski
4,janajagrriti j~nana rashmi,kathamadaum,valajutara,Kathmandu
2,chandi debi,tanahu.n,,Tanahun
1,ratna rajya lakshmi kanya,tanahu.n,,Tanahun
1,suryodaya,tanahu.n,,Tanahun
4,arunodaya,chitavana,gitanagara,Chitwan
4,bhavanikalika,kaski,vijayapura,Kaski
4,balamiteri,da~na,bhojapura,Dang
2,balavikasa,da~na,,Dang
1,a.ndi barahi,tanahu.n.n,bandipura,Tanahun
2,janashrama,rolpa,,Rolpa
3,nimavi,da~na,hapura ratanapura,Dang
4,mavi,da~na,dudharasa,Dang
1,krrishna,rolpa,madi ga.nupalika,Rolpa
3,nimavi,rolpa,talava~na,Rolpa
4,janata samskrrita,da~na,vijauri,Dang
2,pravi,da~na,bhitri sakrama,Dang
2,pravi,da~na,kalja,Dang
1,ganesha,da~na,,Dang
4,tribhuvana jana,salyana,luhapi~nga khala~nga,Salyan
1,yugavodha,da~na,rajapura deukhuri,Dang
1,ratri,da~na,baiba~na,Dang
3,chaudhare,da~na,,Dang
4,mavi,da~na,manapura,Dang
2,pravi,gurukhola,,Gorkha
2,pravi,da~na,kathaberuva,Dang
4,nepala rashtiya,bardiya,parnapura sanoshri,Bardiya
2,pravi,da~na,sevya,Dang
1,avi,da~na,barahakhuti,Dang
3,vela deukhuri,da~na,,Dang
2,pravi,da~na,sikta,Dang
4,sadharana namuna,da~na,,Dang
2,sarasvati,ilama,jogai,Ilam
2,maure pipala,ilama,,Ilam
1,mahendrodaya,ilama,deumai na pa,Ilam
2,sharada,ilama,,Ilam
2,pamcha kanya,khota~na,,Khotang
1,gura.nsa,khota~na,jaleshvari,Khotang
0,pilada.nda khota~na,Khotang,,Khotang
4,janaka,ilama,shriantu,Ilam
4,jhamkala,ilama,,Ilam
3,tomane,khota~na,,Khotang
2,janata,siraha,brahamapuri arnama,Siraha
2,janachetana,khota~na,diyale dipakharka dhitu~na,Khotang
2,balakalyana,khota~na,salle,Khotang
4,janata,siraha,sonamati gadha,Siraha
4,sarashvaranatha,siraha,sarashvara,Siraha
4,kuhu.nda.nda,khota~na,khartamcha phedi,Khotang
4,janata,saptari,kataiya phattepura,Saptari
2,vidyajyoti,ilama,,Ilam
4,kuhuda.nda,khota~na,,Khotang
4,janata,siraha,jijhaula kajara,Siraha
4,damli,khota~na,damli,Khotang
1,pam~nchavati,khota~na,halesi tuvachu~na,Khotang
4,lakshmi,khota~na,badahare,Khotang
2,dudhakoshi,khota~na,,Khotang
1,malupokhari,ilama,,Ilam
1,janajyoti,khota~na,khutavitalava,Khotang
2,vidhodaya,khota~na,,Khotang
4,mavi,jumla,vuduchautara,Jumla
1,nepala rashtriya,mahottari,manara shisava na pa,Mahottari
3,uma maheshvara,ilama,,Ilam
4,chisopani,ilama,,Ilam
2,vinaa,khota~na,,Khotang
1,buddha,ilama,,Ilam
2,chandrakala,ilama,,Ilam
1,dikuva,khota~na,halesi tuvachu~na na pa,Khotang
2,kalika,khota~na,vahunida.nda,Khotang
3,shanti,khota~na,,Khotang
4,namasali~na,ilama,namasali~na,Ilam
4,maipokhari samskrrita,ilama,sandakapura,Ilam
4,himalaya,ilama,gorkhe,Ilam
4,sarasvati,ilama,lkshmipura,Ilam
4,shantipura,khota~na,,Khotang
2,tomane,khota~na,tomane,Khotang
1,ganesha,khota~na,,Khotang
2,sajha,khota~na,,Khotang
2,jana jagrriti,khota~na,,Khotang
4,prrithvi,khota~na,kepilasagadhi gapa,Khotang
4,dharapani,khota~na,,Khotang
1,kushmanda,okhaladhumga,pakhe,Okhaldhunga
1,devi,khota~na,dipru~na chuichumma,Khotang
2,maha kala,khota~na,,Khotang
1,lamitara,ilama,ro~na gau.npalika,Ilam
2,pamchayata rajata,khota~na,,Khotang
1,shanti,khota~na,halesi tuvachu~na na pa,Khotang
2,damodara mahasimha,khota~na,,Khotang
2,janashrama,khota~na,,Khotang
2,dipaka janajyoti,khota~na,,Khotang
1,sarvodaya,sunasari,,Sunsari
2,rashtriya,khota~na,,Khotang
4,savakali,khota~na,savakatahare,Khotang
1,ganesha,mora~na,leta~na,Morang
1,jala kanya,khota~na,,Khotang
2,chandra,khota~na,,Khotang
1,bhimasena adarsha,udayapura,devadhara,Udayapur
2,pa~nchakanya,khota~na,akhaule,Khotang
2,shikshadipa,khota~na,,Khotang
1,devi,khota~na,yamkha,Khotang
4,jaleshvari,khota~na,,Khotang
2,vadala,khota~na,vaksila,Khotang
2,navajyoti,khota~na,,Khotang
4,sarasvati,khota~na,diktela,Khotang
2,janaseva,khota~na,,Khotang
1,chakali devi,khota~na,,Khotang
2,chautare damda,khota~na,,Khotang
2,vidyodaya,khota~na,,Khotang
1,pa~nchakanya,khota~na,,Khotang
1,sarasvati,khota~na,diktela pokhari,Khotang
1,lakshmi,khota~na,halesi tuvachu~na,Khotang
1,bhanu,khota~na,leva makpa,Khotang
2,tribhuvana,khota~na,jaleshvari,Khotang
3,mahendrodaya,khota~na,,Khotang
3,chandeshvari,khota~na,,Khotang
2,usunakoshi,khota~na,,Khotang
1,janajagrriti,khota~na,diktela rupakota majhuvagadhi na pa,Khotang
1,janajagrriti,khota~na,ratmata,Khotang
3,krrishna,khota~na,,Khotang
2,sarasvati,khota~na,,Khotang
3,shamkheshvari,khota~na,,Khotang
4,kalika,khota~na,kharmi,Khotang
1,janachetana,khota~na,majhuvagadhi na pa,Khotang
2,shikhara,khota~na,,Khotang
4,pamcha,khota~na,,Khotang
4,pa~ncha,khota~na,diktela,Khotang
1,jaleshvari,khota~na,,Khotang
2,pamcha,khota~na,,Khotang
1,shiddheshvari,rupakota,diktela,Nuwakot
2,khartamcha,khota~na,,Khotang
2,vidyodaya,khota~na,,Khotang
2,janata,khota~na,dorpa chimurida.nda,Khotang
4,pa~ncha,khota~na,dittela,Khotang
4,mavi,khota~na,,Khotang
2,simha kali,khota~na,,Khotang
2,seti,khota~na,eselukharka,Khotang
2,sapta kanya,khota~na,,Khotang
2,lala kanya,khota~na,,Khotang
1,himalaya,khota~na,rupakota majhuvagadhi solma,Khotang
2,shivasthana,khota~na,,Khotang
4,champavati,khota~na,buipa,Khotang
1,shiddheshvari,khota~na,,Khotang
3,lalita vikasha,lalitapura,kutisaugala,Lalitpur
2,vahala devi,khota~na,,Khotang
4,sarasvati,khota~na,,Khotang
1,janajagrriti,khota~na,,Khotang
3,kalika janajagrriti,khota~na,,Khotang
4,damli,khota~na,,Khotang
1,janata,khota~na,nerpa,Khotang
2,ta ya la,khota~na,,Khotang
2,jana jyoti,khota~na,,Khotang
1,devasthana,khota~na,,Khotang
1,bhasha,khota~na,,Khotang
4,champavati,khota~na,,Khotang
4,deurali,khota~na,dumrekota,Khotang
2,champakali,khota~na,,Khotang
1,jalapa,khota~na,,Khotang
2,chandra,khota~na,su~nadela,Khotang
4,simha devi,khota~na,amachoka,Khotang
2,manu,khota~na,,Khotang
1,veganalala,mora~na,,Morang
1,mahamkala,khota~na,rajapani,Khotang
4,makpa,khota~na,makpa,Khotang
1,lohandra,mora~na,,Morang
4,sigana,baglu~na,,Baglung
4,janajagrriti,baglu~na,galakota na pa,Baglung
4,janata,baglu~na,,Baglung
4,bhanu,bagalu~na,gvalichaura,Baglung
4,prrithvi,baglu~na,galakota,Baglung
4,himalaya dandapani nyaupane,chitavana,bharatapura,Chitwan
2,janajyoti,baglu~na,,Baglung
3,vishnu,bagalu~na,,Baglung
4,galkota,baglu~na,,Baglung
4,dhana gaujyoti,bagalu~na,,Baglung
3,vagishvari,pyuthana,tighra ramdi,Pyuthan
4,shiva,parbata,,Parbat
1,vidyajyoti,musta~na,,Mustang
1,namuna,musta~na,,Mustang
3,titya~na,baglu~na,,Baglung
4,hari,bagalu~na,tarakhola,Baglung
2,bhagavati,bagalu~na,galakota na pa,Baglung
2,janajagarana,bagalu~na,dhorapatana,Baglung
4,suryodaya,baglu~na,,Baglung
4,janakalyana,baglu~na,,Baglung
4,janata,bagalu~na,jaimini,Baglung
4,sigana,baglu~na,sigana,Baglung
4,mulapani,bagalu~na,bagalu~na na pa,Baglung
4,kalika kanya mandira,bagalu~na,,Baglung
2,samdi,baglu~na,,Baglung
4,suntalachaura,vaglu~na,dameka,Nawalpur
4,shivalaya,vaglu~na,adhikarichaura,Nawalpur
2,kamkrakhora,baglu~na,,Baglung
2,aditya,bagalu~na,,Baglung
1,navayuvaka,baglu~na,naretha.nti thana,Baglung
2,krrishna,baglu~na,,Baglung
2,shivalaya,baglu~na,,Baglung
2,janapriya,baglu~na,,Baglung
1,balamandira,bagalu~na,bagalu~na na pa,Baglung
2,nepala gharti,navalaparasi,,Nawalparasi
2,bharatapapura,baglu~na,,Baglung
2,chandachandranagara,baglu~na,rayadamda,Baglung
1,upallachaura,baglu~na,baglu~na na pa,Baglung
2,chola~na,baglu~na,virauta rajakula,Baglung
4,pandavakhani,vaglu~na,pandavakhani,Nawalpur
3,janaka,baglu~na,,Baglung
2,barahathana,baglu~na,hatiya jhulegalkota,Baglung
4,hari,bagalu~na,hila,Baglung
4,mahavidyajana,baglu~na,,Baglung
2,janata,bagalu~na,jaidi,Baglung
1,deurali,bagalu~na,galakota na pa,Baglung
4,buddha,baglu~na,bhimagithe,Baglung
4,shanti,baglu~na,,Baglung
2,vala kalyana,baglu~na,malma galya~nga,Baglung
4,bhairava,bagalu~na,galakota,Baglung
2,prajatantra,baglu~na,,Baglung
2,sharada,baglu~na,,Baglung
1,janajagrriti,kaski,,Kaski
4,janajagrriti,bagalu~na,bomgadobhana,Baglung
2,janata,baglu~na,paiyuthanthapa,Baglung
1,prabhata janata,navalaparasi,,Nawalparasi
4,amarajyoti,navalaparasi,,Nawalparasi
4,kalika,navalaparasi,va su purva,Nawalparasi
4,siddha,baglu~na,,Baglung
4,ratnalakshmi,baglu~na,,Baglung
4,kalika kanya,baglu~na,,Baglung
1,annapurna,musta~na,,Mustang
1,malika,vaglu~na,,Nawalpur
4,laharepipala,baglu~na,laharepipala,Baglung
4,vidyamandira,bagalu~na,,Baglung
2,janakalyana,baglu~na,,Baglung
2,jyotipunja,baglu~na,,Baglung
1,shitalapati,baglu~na,ghasaghasa,Baglung
1,himagamga,khota~na,,Khotang
4,krrishna,khota~na,barre simpani,Khotang
4,mohana namuna,siraha,,Siraha
1,janata,sunasari,bhokraha,Sunsari
4,janata,khaeta~na,batase,Khotang
2,sarasvati balakalyana,da~na,hapura,Dang
2,pravi,da~na,ghorahi,Dang
4,gamga,da~na,ramapura,Dang
2,phaijane mustapha,da~na,,Dang
2,shri pratapakota,da~na,,Dang
2,pravi,da~na,ranagau.n,Dang
1,adarsha,da~na,,Dang
4,shri,da~na,hapura,Dang
4,gudela,solukhumbu,gudela,Solukhumbu
4,shamkheshvari,khota~na,,Khotang
4,ramcheniketana,khota~na,,Khotang
4,koteshvara sarasvati,kathamandau,koteshvara,Kathmandu
2,pravi,da~na,da.ndapalu,Dang
4,guru jajura,da~na,rakshachaura,Dang
2,pravi,da~na,kalleramrikota,Dang
1,balakalyana,da~na,narayanapura,Dang
4,virendra,da~na,tulasipura,Dang
2,himala laligura.nsa,solukhumvu,ka.nku,Solukhumbu
2,pelu,khota~na,,Khotang
1,gauripa~nchakanya,khota~na,,Khotang
2,janata,da~na,haraneti,Dang
3,bhimasenasthana,solukhumbu,,Solukhumbu
1,dudhakoshi,solukhumbu,,Solukhumbu
4,janata,solukhumbu,,Solukhumbu
1,jalapakanya,solukhumbu,juvu,Solukhumbu
2,chandeshvari,solukhumbu,,Solukhumbu
4,chaskama,solukhumbu,,Solukhumbu
3,balakanya,khota~na,,Khotang
1,simhadevi,khota~na,,Khotang
3,patkaru,khota~na,phedi,Khotang
4,valeshvara,solukhumbu,ghunsa,Solukhumbu
2,pa~nchakanya,solukhumbu,,Solukhumbu
2,tinadhare,khota~na,tinadhare,Khotang
4,sarasvati,mora~na,ratuvamai,Morang
2,mahendrodaya,khota~na,,Khotang
4,naragrama,mora~na,,Morang
1,sota~na,solukhumbu,,Solukhumbu
2,kuntadevi,solukhumbu,,Solukhumbu
2,mahamkala,khota~na,jyamire,Khotang
4,vidyodaya,khota~na,,Khotang
2,kalika,khota~na,khalle,Khotang
1,dorpu,solukhumbu,solududhakunda,Solukhumbu
1,varabota,solukhumbu,,Solukhumbu
2,ma~njushri,solukhumbu,,Solukhumbu
2,siddhartha,solukhumbu,,Solukhumbu
4,sarasvati namuna,khota~na,,Khotang
1,jalakunda,solukhumbu,thulu~na dudhakoshi ga pa,Solukhumbu
2,janaseva,solukhumbu,,Solukhumbu
2,jalpa,solukhumbu,,Solukhumbu
4,kalika devi,solukhumbu,,Solukhumbu
2,mamgala,khota~na,,Khotang
2,baraha,khota~na,,Khotang
4,mahendra jyoti,solukhumvu,chaurikharka,Solukhumbu
3,shri shanti,mora~na,,Morang
2,bhopu~na,solukhumbu,,Solukhumbu
1,jyoti,mora~na,phakaphokathuma,Morang
4,taksindu,solukhumbu,,Solukhumbu
2,jana bahumukhi,khota~na,,Khotang
2,gamga devi,khota~na,,Khotang
1,adarsha milana,solukhumbu,nechasalyana ga pa,Solukhumbu
4,kalika,okhaladhuga,,Okhaldhunga
1,santati,bhaktapura,,Bhaktapur
4,sagaramatha,solukhumbu,,Solukhumbu
2,amara shahida,khota~na,,Khotang
2,jalandhara,khota~na,rajapani,Khotang
2,janakalyana,solukhumbu,,Solukhumbu
4,chogesthana,solukhumbu,,Solukhumbu
2,shisha,solukhumbu,,Solukhumbu
2,janasamuha,khota~na,,Khotang
1,radhakrrishna,bhaktapura,cha.ngunarayana chali~na,Bhaktapur
4,junaveshi,solukhumbu,solududhakunda,Solukhumbu
2,basuki,solukhumbu,,Solukhumbu
1,mukli,solukhumbu,,Solukhumbu
4,himalaya,solukhumbu,thulu~na dudhakaeshi ga pa,Solukhumbu
1,j~nana vikasa,bhaktapura,madhyapura thimi,Bhaktapur
1,shishu kalyana,soluukhumbu,,Solukhumbu
1,bageshvari,solukhumbu,ka.ngela,Solukhumbu
1,chandrajyoti,solukhumbu,,Solukhumbu
4,savitra,Siraha,,Siraha
4,sarasvati,sunasari,panavari,Sunsari
1,dudhakoshi,saelukhumbu,mapya dudhakoshi ga pa,Solukhumbu
1,tinakanya,solukhumbu,nechasalyana,Solukhumbu
1,indra,solukhumbu,,Solukhumbu
2,toskhama,solukhumbu,,Solukhumbu
3,himalaya,khota~na,,Khotang
2,dhanakanya,khota~na,,Khotang
1,rigelmu,solukhumbu,,Solukhumbu
1,seti gaicha,solukhumbu,,Solukhumbu
2,khidima,khota~na,,Khotang
4,jivana jyoti,solukhumbu,,Solukhumbu
4,janata,sunasari,gautamapura,Sunsari
4,jivana jyoti,solukhumbu,,Solukhumbu
2,dudhakunda,solukhumbu,,Solukhumbu
1,bhagavati,solukhumbu,nechasalyana,Solukhumbu
2,shushila devi,solukhumbu,,Solukhumbu
4,janata,siraha,ayodhyanagara,Siraha
4,janajagrriti,solukhumbu,solududhakunda,Solukhumbu
1,himalaya,soluukhumbu,,Solukhumbu
2,sagaramatha,solukhumbu,,Solukhumbu
2,mahadeva,solukhumbu,,Solukhumbu
1,suntale,khota~na,,Khotang
4,shanti,khota~na,dipru~na,Khotang
4,shanti,khota~na,,Khotang
1,amarajyoti,saelukhumbu,,Solukhumbu
2,balajvati,solukhumbu,,Solukhumbu
1,mahendra tara,khota~na,,Khotang
4,shanti niketana minakarna,khota~na,sapatela dipru~na chuichumpa ga pa,Khotang
4,khumaju~na,solukhumbu,khumbu pasa~nalhamu ga pa,Solukhumbu
2,himajvati,solukhumbu,,Solukhumbu
3,mamhakala,khaeta~na,,Khotang
2,phulpuka,solukhumbu,,Solukhumbu
4,navajyoti,lalitapura,,Lalitpur
1,bala vinayaka,bhaktapura,suryavinayaka,Bhaktapur
1,siddha,solukhumbu,solududhakunda,Solukhumbu
4,simhakali,solukhumvu,ti~nla,Solukhumbu
1,sagaramatha,solukhumbu,mapya dudhakoshi ga pa,Solukhumbu
4,simhakali,solukhumbu,,Solukhumbu
1,janajagarana mahakunda,solukhumvu,,Solukhumbu
4,mavi,da~na,ashvara,Dang
3,hulu,solukhumbu,,Solukhumbu
3,kalika,solukhumbu,,Solukhumbu
4,kedara,solukhumbu,,Solukhumbu
2,mahakulu,solukhumbu,,Solukhumbu
3,kuibhira,solukhumbu,,Solukhumbu
2,janakalyana,khota~na,,Khotang
4,sakila,khota~na,ratancha,Khotang
2,bhumeshvara,solukhumbu,,Solukhumbu
2,vidyadatri,solukhumbu,,Solukhumbu
1,j~nana vijaya,bhaktapura,,Bhaktapur
3,trivi,solukhumbu,,Solukhumbu
2,jana jagrriti,da~na,koirale,Dang
2,shri hira,khota~na,,Khotang
2,janasaksharata,khota~na,salle,Khotang
2,patle,solukhumbu,,Solukhumbu
1,ri~namu,solukhumbu,,Solukhumbu
2,phatanje,solukhumbu,,Solukhumbu
1,ka.ngela,solukhumbu,ka.ngela,Solukhumbu
3,radha krrishna,khota~na,,Khotang
4,pipalada.nda devi sthana,khota~na,,Khotang
1,balamandira,rolpa,liva~na,Rolpa
4,balakalyana namuna,rolpa,,Rolpa
4,siddha ratnanatha namuna,da~na,narayanapura,Dang
4,janakalyana,da~na,baghamare,Dang
4,shiva shakti,da~na,,Dang
1,salme,khota~na,sakela ga pa,Khotang
2,shiddhakanya,khota~na,,Khotang
1,dudhakaushika,solukhumbu,,Solukhumbu
4,sarasvti,solukhumbu,,Solukhumbu
3,goli,solukhumbu,goli,Solukhumbu
2,vishva dasharna,solukhumbu,,Solukhumbu
1,pipalabota,solukhumbu,,Solukhumbu
3,vanadevi,kathamadaum,bajrayogini,Kathmandu
4,balauddhara,kathamadaum,kapana,Kathmandu
4,siddheshvari,da~na,,Dang
4,pagini,jhapa,,Jhapa
2,shahida lakshmi,jhapa,,Jhapa
4,bhanu,jhapa,bahunada.ngi,Jhapa
2,janajyoti,jhapa,,Jhapa
4,gadigau.n,jhapa,buddashanti ga pa,Jhapa
1,simhadevi,jhapa,kanakai,Jhapa
2,amagachi,jhapa,,Jhapa
1,shukraraja,jhapa,,Jhapa
3,katarada.ngi,jhapa,chakachaki,Jhapa
4,siddheshvara,jhapa,,Jhapa
4,bhanu,jhapa,vi arjunadhara,Jhapa
4,mechi janasadharana,jhapa,vahunada.ngi,Jhapa
4,janata,jhapa,khudunabari,Jhapa
4,sarasvati,jhapa,kanakai nagarapalika jamunabari,Jhapa
2,doda masha,jhapa,,Jhapa
2,pravi,jhapa,rajagadha,Jhapa
3,jyoti,jhapa,,Jhapa
3,shiva mai,jhapa,,Jhapa
1,krrishna,jhapa,damaka krrishnamandira,Jhapa
4,shanti adarsha,jhapa,buddhashanti,Jhapa
4,janasahayoga,sunasari,tarahara,Sunsari
4,shiksha sadana,sunasari,dharana,Sunsari
2,tribhuvana,jhapa,,Jhapa
4,lakshmi,jhapa,arjunadhara,Jhapa
3,mahendra,doti,bagathata,Doti
2,punyodaya,doti,,Doti
4,auliya,sunasari,,Sunsari
4,balabhadra,jhapa,,Jhapa
4,phulabari,jhapa,,Jhapa
2,durga,doti,,Doti
3,bhagaleka,doti,,Doti
4,vishnu,doti,,Doti
2,lekhanatha,jhapa,,Jhapa
2,kalikasthana,doti,,Doti
2,kalika sarbajanika,doti,,Doti
1,janavikasa,jhapa,,Jhapa
1,taravari,jhapa,damaka,Jhapa
2,pashupati,jhapa,,Jhapa
4,sarasvati,jhapa,haldibari,Jhapa
2,ganesha,ratamadau,,Kathmandu
4,sitarama,doti,shikhara na pa,Doti
2,kalika udhoga,doti,,Doti
3,bhaba,doti,,Doti
4,siddheshvara,doti,shikhara na pa,Doti
4,kuvadi devi,jhapa,,Jhapa
2,himali,jhapa,,Jhapa
1,garuva,ilama,mai na pa,Ilam
4,janaka,sunasari,barahakshetra,Sunsari
4,mahendra ratna,jhapa,kamala,Jhapa
2,sundarapura,jhapa,,Jhapa
2,navajyoti,sunasari,,Sunsari
1,avi,sunasari,harinagara ga pa,Sunsari
1,avi,sunasari,shishuvadharamapura,Sunsari
2,munara janata ra,saptari,dholabaja,Saptari
2,mapatamandau,doti,,Doti
2,kalika,doti,,Doti
2,todi,doti,,Doti
3,pani,jhapa,damaka,Jhapa
4,janakalyana rudrahari,sunasari,,Sunsari
2,gorakhanatha,sunasari,,Sunsari
4,bharaleka,doti,,Doti
2,bhanubhakta,jhapa,,Jhapa
2,radhanagara,jhapa,,Jhapa
2,sadhuprarti,jhapa,bahradashi,Jhapa
4,janata,sunasari,varahakshetra,Sunsari
2,himalaya,kailali,,Kailali
4,sarasvati,kailali,kailari,Kailali
4,krrishna,jhapa,damaka,Jhapa
4,shalpa,sunasari,purva kushaha,Sunsari
4,janaadarsha,jhapa,shivagamja,Jhapa
4,jana prabhata,kathamadaum,,Kathmandu
4,malika,kailali,,Kailali
2,bhairaba,doti,,Doti
3,shri,sunasari,,Sunsari
0,sunuri shiksha sadana sunasari,Sunsari,,Sunsari
3,shanischare,jhapa,,Jhapa
1,mahendra,doti,bagathamta disinapa,Doti
4,mavi,kailali,kotatulsipura,Kailali
4,mahendra bhrrikuti,lalitapura,,Lalitpur
4,mahendra bhrrikuti,lalitapura,javalakhela,Lalitpur
2,navadurga,doti,,Doti
2,janakalyana naulo vihani,dhanukata,sahidabhumi,Dhankuta
2,yuva svamyam sevi,gulmi,,Gulmi
2,devisthana,gulmi,,Gulmi
1,khadga,gulmi,malika,Gulmi
2,gamga,gulmi,,Gulmi
4,iyala pokhari,gulmi,,Gulmi
2,shamkara,gulmi,,Gulmi
2,sarasvati,gulmi,virabasa bakhre,Gulmi
2,janajagrriti,gulmi,,Gulmi
1,sarvodaya,arghakha.nchi,,Arghakhanchi
1,nava prabhata,doti,,Doti
2,jyoti,Rukum,phalnai kola,Rukum Purba
4,ne ra tribhuvana,gulmi,musikota,Gulmi
2,udaya,gulmi,tura~nga,Gulmi
2,resumga,gulmi,,Gulmi
4,sarasvati,arghakha.nchi,bhagavati,Arghakhanchi
2,sainika,gulmi,,Gulmi
4,bhagavati,gulmi,kaligandaki,Gulmi
4,mahendranagara,rupandehi,gaidahava ga pa,Rupandehi
1,deveshvara,doti,,Doti
4,mavi,sunasari,devanagamja,Sunsari
4,janajyoti,jhapa,shantinagara,Jhapa
1,kolda.nda,gulmi,satyavati,Gulmi
2,alama,gulmi,,Gulmi
1,janajyoti,gulmi,,Gulmi
2,mehela pokhari,gulmi,,Gulmi
2,sarasvati,gulmi,bhurtu,Gulmi
4,kitini,lalitapura,godavari,Lalitpur
3,kaleshvari,lalitapura,chandanapura,Lalitpur
4,udayakharka,lalitapura,chapagau.n,Lalitpur
2,himalaya,doti,,Doti
2,deukhala,doti,,Doti
4,tribhuvana,gulmi,resu~nga,Gulmi
4,khasthoka,gulmi,,Gulmi
2,balakalyana,gulmi,,Gulmi
3,ekasim,gulmi,,Gulmi
4,shramajita kishora,lalitapura,lu.nkhusi,Lalitpur
4,madana smaraka,lalitapura,pulchoka,Lalitpur
4,mahalakshmi,lalitapura,lubhu,Lalitpur
4,janapriya,solukhumbu,tapti~na,Solukhumbu
1,bhagavati,sunasari,,Sunsari
4,shivanagara,sunasari,,Sunsari
1,ramajanaki,sunasari,barahakshetra,Sunsari
2,indrajyoti,jajarakota,layaka.nda shivalaya ga pa,Jajarkot
2,satyavati,gulmi,,Gulmi
0,chapahile gulmi,Gulmi,,Gulmi
2,siddha,gulmi,,Gulmi
2,namuna,lalitapura,jharuvarasi,Lalitpur
2,janajagrriti,lalitapura,kaleshvara,Lalitpur
4,virendrodaya,solukhumbu,mukli,Solukhumbu
2,namche,solukhumbu,,Solukhumbu
2,janasahayoga,gulmi,,Gulmi
2,amaradipa,gulmi,,Gulmi
4,janata,rupandehi,tilottama,Rupandehi
2,jana jyoti,rupandehi,,Rupandehi
4,upallotamghasa,gulmi,,Gulmi
2,durgadebi,doti,,Doti
4,thulopokhara,gulmi,gulmidaravara ga pa,Gulmi
2,janakalyana,gulmi,resu~nga na pa,Gulmi
2,bhairavapura,gulmi,,Gulmi
2,sa.njhapura,tapleju~na,,Taplejung
4,dharmapura,gulmi,,Gulmi
1,kaleshvara,lalitapura,,Lalitpur
1,navodaya,lalitapura,,Lalitpur
1,avi,chitavana,devitara,Chitwan
4,raghunatha,doti,nirauli,Doti
2,pipalapokhara,gulmi,hu.nga,Gulmi
2,ne ra,gulmi,aratu~na,Gulmi
2,bhanodaya,lalitapura,siddhipura,Lalitpur
3,ne ra,gulmi,,Gulmi
2,tribhuvana,kailali,,Kailali
