root_school_name,school_levels,district_id,modified_old_name1,modified_old_name2,modified_local_level
dhankuta english ma ebs,,2,dhankuta english sec boarding vi,dhankuta english vi,dhankuta municipality
dhankuta sanjeevani ebs,,2,,,mahalaxmi municipality
dhanpal ma vi,,6,dhanpal ma vi,,belbari municipality
dhanusha adharvut vi,,4,dhanusha avi,,haldibari rural municipality
dhap kharka,pravi,1,,,bhojpur municipality
dharampur pragya pathashala,,4,geoffrey english vi,jophri ebs,shivasatakshi municipality
dharampur pragya pathashala,,4,manakamana english boarding vi,,shivasatakshi municipality
dharan adarsha boarding ma vi dharan,,11,dharan adarsha boarding ma vi dharan,,dharan sub metropolitan city
dharan ebs,,11,,,dharan sub metropolitan city
dharan ligament residential schoool dharan,,11,dharan ligament residential schoool,,dharan sub metropolitan city
dharan megha himalayan vi dharan,,11,himalayan boarding vi dharan,,dharan sub metropolitan city
dharan model vi dharan,,11,dharan model ebs,,dharan sub metropolitan city
dharan montessori academy,,11,,,dharan sub metropolitan city
dharan peace angel academy,avi,11,dharan peace angel academy,,dharan sub metropolitan city
dharan scholars' academy pathibhara line dharan,,11,dharan scolars academy,,dharan sub metropolitan city
dharan sec vi,,11,,,dharan sub metropolitan city
dharanidhar,avi,6,,,biratnagar metropolitan city
dharapani,avi,2,shree dharapani avi,dharapani nimavi,chaubise rural municipality
dharapani ma vi,,5,,,rawa besi rural municipality
dharma bhakta,avi,8,dharma bhakta pravi,,yangwarak rural municipality
dharma bhakta,pravi,9,,,makalu rural municipality
dharma devi aa vi,,9,dharma devi aadhabhut vi,dharma devi nimavi,dharmadevi municipality
dharma devi,avi,9,dharma devi pravi,,chichila rural municipality
dharma devi ma vi,,9,dharma devi ma vi,dharma devi ma vi,chichila rural municipality
dharma devi,pravi,9,,,sabhapokhari rural municipality
dharma dwar,pravi,9,,,makalu rural municipality
dharma peak ebs,,10,,,sotang rural municipality
dharmadevi,avi,9,dharmadevi avi,,chainpur municipality
dharmadhwaj thapa  kopche,avi,14,nimavi kopche,,rautamai rural municipality
dharmodaya ma vi,,2,dharmodaya ma vi marek,dharmodaya ma vi marek,mahalaxmi municipality
dharmodaya,avi,9,dharmodaya pravi,,dharmadevi municipality
dharmodaya,pravi,2,dharmodaya pravi,,dhankuta municipality
dharmoddhar,pravi,8,,,miklajung rural municipality
dharnikhop,avi,3,dharnikhop aabi,dharnikhop pravi,phakphokthum rural municipality
dhikure,pravi,10,,,solududhakunda municipality
dhimile  dhimile,avi,7,dhimile nimavi,,manebhanjyang rural municipality
dhiplung ma vi,,5,,,diprung chuichumma rural municipality
dhruba jyoti,pravi,9,,,dharmadevi municipality
dhrubatara residential ma vi,,4,dhruba tara ebs,,shivasatakshi municipality
dhruvatara ma ebs,,6,,,katahari rural municipality
dhukurpani ma vi,,4,dhukurpani ma vi,dukurpani ma vi,damak municipality
dhulabari ma vi,,4,dhulabari ma vi,,mechinagar municipality
dhungedhara,avi,2,dhungedhara nimavi,,pakhribas municipality
dhunwakhola a via,,8,dhunwakhola nimavi,,tumbewa rural municipality
dhupoo ebs,,9,,,sabhapokhari rural municipality
dhuseni  dhuseni,avi,7,dhuseni pravi dhuseni,,manebhanjyang rural municipality
dhuseni  ahale,pravi,7,,,manebhanjyang rural municipality
dhuwajan ma vi bahunitar,,14,dhuwajan uchha ma vi bahunitar,,udayapurgadhi rural municipality
dibyaratna awasiya ma vi,,4,,,kanakai municipality
didhi,pravi,6,,,biratnagar metropolitan city
diding,avi,9,diding pravi,diding pravi,chichila rural municipality
digen jana jyoti,pravi,4,,,mechinagar municipality
dikshya,pravi,11,,,barju rural municipality
dikshyanta shikshya niketan,,4,ever brighter ebs,,shivasatakshi municipality
diktel ebs,,5,,,diktel rupakot majhuwagadhi municipality
dikuwa,avi,5,,,halesi tuwachung municipality
dil adharbut vi sunawarshi morang,,6,dil pravi,,sunawarshi municipality
dil,pravi,1,,,temkemaiyung rural municipality
dilli,pravi,2,dilli pravi,,dhankuta municipality
dimalung,pravi,1,dimalung pravi,dimalung pravi,hatuwagadhi rural municipality
dimba,avi,7,dimba pravi,,khijidemba rural municipality
dimil,pravi,10,,,solududhakunda municipality
dina bhadri a,,11,dina bhadri pravi,,dewanganj rural municipality
dina bhadri,avi,11,dina bhadri pravi,,bhokraha narsing rural municipality
dinabhadri,pravi,11,,,gadhi rural municipality
dinesh chaudhary smriti,avi,11,,,duhabi municipality
dipendra,avi,12,dipendra pravi,,phungling municipality
dipendra ma vi jogidanda,,14,deependra ma vi jogidanda,,katari municipality
dipendra adarsha,pravi,10,,,mapya dudhkoshi rural municipality
dipendra,avi,4,dipendra avi,,shivasatakshi municipality
dipendra,pravi,4,,,mechinagar municipality
dipendra,pravi,2,,,mahalaxmi municipality
dipendra smriti,pravi,11,dipendra aadharvhut vi,dipendra smriti pravi,dharan sub metropolitan city
dipini,avi,4,dipini nimavi,,damak municipality
dipjan english boarding ma vi,,4,dipjan ebs,,bahradashi rural municipality
dipjyoti besic vi,,12,dipjyoti pravi,,pathivara yangwarak rural municipality
dipjyoti,avi,12,dipjyoti pravi,,phungling municipality
dipjyoti ebs,,2,,,mahalaxmi municipality
dipjyoti ebs,,7,,,manebhanjyang rural municipality
dipjyoti ebs,,7,,,manebhanjyang rural municipality
dirja,avi,12,dirja pravi,,phaktanglung rural municipality
disne play education foundation,,4,,,birtamod municipality
divine light academy,,11,devine light academy,,barahkshetra municipality
divine temple ebs,,11,divine temple english boarding vi gadhi sunsari,,gadhi rural municipality
divinlove educare nobel academy,,11,,,itahari sub metropolitan city
divya aa,,11,divya a,divya pravi,dewanganj rural municipality
divya jyoti academy ebs,,6,deepjyoti academy english vi,,rangeli municipality
divya jyoti ebs,,2,divya jyoti ebs,,pakhribas municipality
divya jyoti ma vi,,4,divya jyoti vi,,bahradashi rural municipality
divya jyoti vidya mandir,,11,crystal montessori vi,,itahari sub metropolitan city
divya jyoti vidya mandir ebs,,6,d j v m english boarding vi,divyajyoti boarding vi,biratnagar metropolitan city
divya  khamare,pravi,14,,,rautamai rural municipality
divyajyoti bidhyamandir ebs,,11,,,dewanganj rural municipality
divyajyoti  nigale,pravi,14,,,rautamai rural municipality
divyashwori aa vi,,2,divyashwori nimavi,,chhathar jorpati rural municipality
diyalo,avi,3,diyalo avi,,suryodaya municipality
diyo ebs,,4,diyo ebs,,gauriganj rural municipality
dizniworld eng ebs,,2,,,dhankuta municipality
dobelabitch,avi,5,,,diktel rupakot majhuwagadhi municipality
dokandanda ebs,,4,,,mechinagar municipality
dolma memorial ebs,,4,dolma memorial vi,,bhadrapur municipality
don bosco ebs,,11,don bosco ebs,,itahari sub metropolitan city
don bosco vi,,6,,,budhiganga rural municipality
don bosco vi nilgiri,,6,,,biratnagar metropolitan city
don nursary vi,,11,,,dharan sub metropolitan city
donbosco ebs,,4,,,mechinagar municipality
doramari ma vi,,4,doramari ma vi,,gauradaha municipality
doreya,avi,6,doreya pravi,,ratuwamai municipality
dorpu,pravi,10,,,solududhakunda municipality
dovan,avi,3,dovan pravi,,ilam municipality
dreamland ebs,,4,dreamland ebs,,damak municipality
dripa devi,avi,3,dripa devi pravi,,ilam municipality
dronacharya samudayak,pravi,4,,,kachankawal rural municipality
dudh koshi a via,,5,dudh koshi pravi,,barahapokhari rural municipality
dudh koshi,avi,10,dudh koshi avi,,mapya dudhkoshi rural municipality
dudh koshi,avi,5,dudh koshi pravi,,halesi tuwachung municipality
dudh koshi ebs ghurmi,,14,dudh koshi english vi,,katari municipality
dudh koshi,pravi,10,,,mapya dudhkoshi rural municipality
dudh koshi,pravi,5,,,halesi tuwachung municipality
dudh koshia vi,,10,dudh koshi pravi,,thulung dudhkoshi rural municipality
dudh kunda himalayan,avi,10,,,solududhakunda municipality
dudh kunda,pravi,10,,,solududhakunda municipality
dudh pokhari,pravi,9,,,bhotkhola rural municipality
dudhakoshi,avi,1,dudhakoshi pravi,dudhakoshi pra,aamchowk rural municipality
dudhanath,pravi,9,,,dharmadevi municipality
dudhkaushika,avi,7,dudhkaushika pravi,,manebhanjyang rural municipality
dudhkoshi,avi,7,dudhkoshi pravi,,siddhicharan municipality
dugdheshwor,pravi,7,,,khijidemba rural municipality
duhabi adarsha ma vi ebs,,11,,,duhabi municipality
duhabi children academy,,11,,,duhabi municipality
dulari multiple vi,,6,,,sundarharaincha municipality
durchhim ma vi,,5,,,halesi tuwachung municipality
durga,avi,3,durga pravi,,ilam municipality
durga aawashiya ebs,,4,durga awasiya ebs,,mechinagar municipality
durga,avi,6,,,dhanapalthan rural municipality
durga,avi,12,durga pravi,durga pravi,phungling municipality
durga,avi,6,durga pravi,,pathari shanishchare municipality
durga,avi,6,durga pravi,,budhiganga rural municipality
durga,avi,6,durga pravi,,kerabari rural municipality
durga,avi,6,durga avi,,pathari shanishchare municipality
durga bhawani,avi,3,durga bhawani pravi,,suryodaya municipality
durga devi,avi,6,durga devi pravi,,miklajung rural municipality
durga devi,pravi,4,,,haldibari rural municipality
durga ma vi,,6,,,jahada rural municipality
durga ma vi,,3,durga avi aadipur,,mangsebung rural municipality
durga ma vi,,4,durga ma vi,,birtamod municipality
durga,nimavi,11,,,duhabi municipality
durga,pravi,6,,,dhanapalthan rural municipality
durga,pravi,6,durga pravi,,letang municipality
durga,pravi,6,durga pravi,,gramthan rural municipality
durga ma vi,,12,durga uchha ma vi,,aathrai tribeni rural municipality
durga ma vi,,6,durga ma vi,durga ma vi,ratuwamai municipality
durga ma vi,,6,durga ma vi,,pathari shanishchare municipality
durga ma vi,,6,durga ma vi urlabari,durga ma vi,urlabari municipality
durga ma vi rabi,,8,,,miklajung rural municipality
durga ma vi sarangdanda,,8,durga uchha ma vi,,miklajung rural municipality
durga tilingh,pravi,2,durga tilingh pravi,,chaubise rural municipality
durgam,pravi,3,,,mangsebung rural municipality
durgam,pravi,3,,,mangsebung rural municipality
durgamkshetra,avi,12,durgamkshetra pravi,,phungling municipality
durgeshwori,avi,9,,,panchakhapan municipality
durgeshwori,pravi,1,,,bhojpur municipality
e wisdom ebs,,11,e wisdome ebs,,ramdhuni municipality
east horizon english ma vi,,4,east horizon ebs,,mechinagar municipality
east point ebs,,4,,,bhadrapur municipality
east point ebs,,11,east point english boarding vi,,inaruwa municipality
east point ebs,,3,east point ebs,,suryodaya municipality
east sky academy,,3,,,sandakpur rural municipality
east west point ebs,,11,,,itahari sub metropolitan city
eastern ebs,,8,,,phalelung rural municipality
eastern educational academy,,11,,,dharan sub metropolitan city
eastern everest ebs,,4,,,kanakai municipality
eastern star ebs,,2,,,dhankuta municipality
eastern star ma ebs,,4,eastern star ebs,,damak municipality
ebhang ma vi,,3,emang ma vi,,mangsebung rural municipality
eden garden education foundation,,4,eden garden ebs,,birtamod municipality
eden ideal academy,pravi,11,eden ideal academy,,harinagar rural municipality
eden kindergarten,,6,,,ratuwamai municipality
eden national ebs,,6,,,biratnagar metropolitan city
edu excess english bording vi,,11,,,ramdhuni municipality
ejra niji saikshik guthi,,14,,,katari municipality
ekadashi,avi,1,ekadashi pravi,,ramprasad rai rural municipality
ekata,avi,3,ekta avi,ekta pravi,ilam municipality
ekata bright future ebs,,6,,,biratnagar metropolitan city
ekata,pravi,7,,,champadevi rural municipality
ekata shisu shyahar kendra,,9,,,khandbari municipality
ekta academy,,4,,,damak municipality
ekta,avi,6,ekta pravi,,belbari municipality
ektara,pravi,6,,,dhanapalthan rural municipality
ekuwa,avi,9,ekuwa avi,ekuwa pravi,makalu rural municipality
ekwa dynasty ebs,,11,,,dharan sub metropolitan city
elite education foundation,,4,elite dducation foundation,,arjundhara municipality
emerald academy,,4,,,bhadrapur municipality
eminent kanchanjangha ebs,,4,eminent kanchanjungha ebs,,gauradaha municipality
emmanuel ebs dharan,,11,,,dharan sub metropolitan city
era evergreen ebs,,4,ara evergreen ebs,,buddhashanti rural municipality
etik ebs hadiya,,14,,,chaudandigadhi municipality
eureka residential ma vi,,11,eureka residential ma vi dharan,,dharan sub metropolitan city
eureka scholars aacademi,,1,yureka scholars aacademi,,temkemaiyung rural municipality
eurokids montessroi,,4,yurokides montessroi,,birtamod municipality
eurokids nepal ma vi,,6,,,biratnagar metropolitan city
evanjelina ebs,,3,,,deumai municipality
ever moment ebs,,11,,,inaruwa municipality
everest boarding ma vi,,4,everest ebs,,damak municipality
everest children home ebs,,11,,,dharan sub metropolitan city
everest ebs,,8,,,phidim municipality
everest english academy,,4,,,arjundhara municipality
everest ebs,,14,bahuri das memorial ebs,,triyuga municipality
everest ebs gadhi sunsari,,11,everest english boarding vi sunsari pravi gadhi sunsari,everest english boarding vi gadhi sunsari,gadhi rural municipality
everest english boarding sec vi,,6,everest eng boarding sec vi,,pathari shanishchare municipality
everest ebs,,7,everest ebs,,siddhicharan municipality
everest public vi,,11,,,harinagar rural municipality
everest ma vi,,6,,,biratnagar metropolitan city
everest smart education academy,,4,,,birtamod municipality
everest view ebs,,4,,,mechinagar municipality
evergreen academy ebs,,8,,,tumbewa rural municipality
evergreen academy jhapa,,4,evergreen ebs,,kamal rural municipality
evergreen ebs,,4,,,arjundhara municipality
evergreen ebs,,1,,,shadananda municipality
evergreen ebs,,3,evergreen ebs,,maijogmai rural municipality
evergreen ebs motigada,,14,,,triyuga municipality
evergreen ma ebs myanglung jirikhimti tehrathum,,13,,,myanglung municipality
everland international academy,,3,,,suryodaya municipality
faijunnabi madrassa,,6,,,biratnagar metropolitan city
falaha public vi harinagra,,11,falaha public vi,,harinagar rural municipality
falaincha,pravi,7,falaincha pravi,,champadevi rural municipality
farm,pravi,11,,,barju rural municipality
faruk idgaha maktab,,11,,,koshi rural municipality
fatange,avi,10,,,solududhakunda municipality
fikkal ma vi,,3,phikal ma vi,,suryodaya municipality
five star ebs,,4,,,mechinagar municipality
fool,avi,11,fool aa vi,fool pravi,inaruwa municipality
fujisan sagarmatha ebs,,11,,,itahari sub metropolitan city
fulbari kindergarden,,11,,,itahari sub metropolitan city
fulmoon academy,,4,,,bhadrapur municipality
future star ebs,,11,,,bhokraha narsing rural municipality
future stars ma ebs,,14,future star ebs,,katari municipality
future stars ma ebs,,11,future stars english vi,,itahari sub metropolitan city
future step academy,,3,future step academy ebs,,mai municipality
gachhiya,avi,6,gachhiya pravi,,sundarharaincha municipality
gadh dev,avi,11,gadh dev avi gadhi sunsari,,gadhi rural municipality
gadhi bal bikas,avi,11,gadhi bal bikas pravi,,gadhi rural municipality
gadhi gaun ma vi,,4,gadhi gaun uchha ma vi,,buddhashanti rural municipality
gagan basac vi,,4,gagan pravi,,kachankawal rural municipality
gaganchumbi,pravi,9,,,chainpur municipality
gahate basic,,7,gahate pravi,,chisankhugadhi rural municipality
gahunbari,pravi,12,,,sirijangha rural municipality
gainyadevi,avi,1,gainyadev pravi,,ramprasad rai rural municipality
gairi gaun,avi,12,gairi gaun pravi,gairi gaun pravi,phungling municipality
gairidhara aa bi bahunitar,,14,gairidhara pravi bahunitar,,udayapurgadhi rural municipality
gaiya laxmi,pravi,2,gaiya laxmi pravi,,sangurigadhi rural municipality
gaiyaraj,avi,1,gaiyaraj avi patlepani,,hatuwagadhi rural municipality
gaiyasthan,avi,5,gainyasthan pravi thulibansi,,barahapokhari rural municipality
gajurmukhi,avi,3,gajurmukhi ni nimavi,,mangsebung rural municipality
gajurmukhi ebs,,3,,,mangsebung rural municipality
gajurmukhi,pravi,3,,,deumai municipality
gajurmukhi vidya mandir,,3,,,deumai municipality
galaxy academy,,6,galaxi academy ebs,,letang municipality
galaxy ebs,,6,,,belbari municipality
galaxy ebs,,4,galaxy international ebs,,bhadrapur municipality
galaxy public ma vi,,6,galaxy public ma vi,,biratnagar metropolitan city
galaxy public vi eastern,,11,galaxy public eastern,galaxy publick istern,itahari sub metropolitan city
gambhir pokhari,avi,3,gambhir pokhari pravi,,deumai municipality
gandhi ashram memorial ebs sunwarshi morang,,6,gandhi ashram memorial eng boa vi,gandhi ashram memorial ebs,sunawarshi municipality
