school_id,school_1,school_name_transliterate,school_level_transliterate,matched_district
13703,पुरुषोदय मावि बराहकोट बागलुङ,purushodaya,mavi,Baglung
13704,सरश्वति प्रावि नारायण्ास्थान बाग्लुङ,sarashvati,pravi,Baglung
13705,यूनिक आवि बाग्लुङ,yunika,avi,Baglung
13706,नेपाल मावि ताराखोला गा पा बाग्लुङ,nepala,mavi,Baglung
13707,पाण्डवखानी प्रावि बाग्लुङ,pandavakhani,pravi,Baglung
13708,शिवालय आवि बाग्लुङ,shivalaya,avi,Baglung
13709,डाडाँबारी प्रावि पर्बत,dada.nbari,pravi,Parbat
13710,अरनिको प्रावि बाग्लुङ,araniko,pravi,Baglung
13711,शान्ति प्रावि बाग्लुङ,shanti,pravi,Baglung
13712,देवीस्थान मावि देवीस्थान बाग्लुङ,devisthana,mavi,Baglung
13713,राष्ट्रिय आवि मगनी खैरहनी चितवन,rashtriya,avi,Chitwan
13714,जाल्पा कन्या आवि थुलुङ दुधकोशी सोलुखुम्वु,jalpa kanya,avi,Solukhumbu
13715,ुनवज्योति प्रावि बाग्लुङ,unavajyoti,pravi,Baglung
13716,चर्तुमुखी मावि चितवन,chartumukhi,mavi,Chitwan
13717,जनजागृती निमावि नवलपरासी,janajagrriti,nimavi,Nawalparasi
13718,जन विकास मावि महाशिला लाम्तुन पर्वत,jana vikasa,mavi,Parbat
13719,फलाम खानी प्रावि सोलुखुम्बु,phalama khani,pravi,Solukhumbu
13720,लक्ष्मीनारायण्ा प्रावि बाग्लुङ,lakshminarayana,pravi,Baglung
13721,खोलेस्बाङ आवि बागलुङ,kholesba~na,avi,Baglung
13722,सिद्धवारी प्रावि बाग्लुङ,siddhavari,pravi,Baglung
13723,सरस्वती आवि जैमिनी बागलुङ,sarasvati,avi,Baglung
13724,आदर्श मावि वि चितवन,adarsha,mavi,Chitwan
13725,कठार मावि वि खैरहनी चितवन,kathara,mavi,Chitwan
13726,केदार मावि वि नेचावेतघारी,kedara,mavi,Panchthar
13727,सिंहदेवी प्रावि सोलुखुम्बु,simhadevi,pravi,Solukhumbu
13728,लोकप्रिय मावि नवलपरासी,lokapriya,mavi,Nawalparasi
13729,बालकुमारी कन्या मावि नारायणगढ चितवन,balakumari kanya,mavi,Chitwan
13730,धनज्योती प्रावि बाटाकाचौर बाग्लुङ,dhanajyoti,pravi,Baglung
13731,गण्ोशस्थान मावि सोलुखुम्बु,ganoshasthana,mavi,Solukhumbu
13732,आवि बाग्लुङ,,avi,Baglung
13733,जनता प्रावि कुनवा नवलपरासी,janata,pravi,Nawalparasi
13734,महेन्द्रोदय मावि सोलुखुम्बु,mahendrodaya,mavi,Solukhumbu
13735,कञ्चनादेवी प्रावि सिमखानी बागलुङ,ka~nchanadevi,pravi,Baglung
13736,रा प्रावि ब्रम्हस्थान चितवन,ra,pravi,Chitwan
13737,रा प्रावि दद्राहनी चितवन,ra,pravi,Chitwan
13738,जन जागृति मावि रत्ननगर न पा पिठुवा चितवन,jana jagrriti,mavi,Chitwan
13739,कालीगण्डकी आवि सरंगी बाग्लुङ,kaligandaki,avi,Baglung
13740,आवि शंकरचोक रतनपुर चितवन,,avi,Chitwan
13741,विजय मावि चितवन,vijaya,mavi,Chitwan
13742,भानु प्रावि बाग्लुङ,bhanu,pravi,Baglung
13743,भैरव प्रावि बागलुङ,bhairava,pravi,Baglung
13744,बुद्धिदात्री प्रावि अमलाचौर बाग्लुङ,buddhidatri,pravi,Baglung
13745,प्राविचितवन,,pravi,Chitwan
13746,बुद्ध मावि गोली गा पा सोलुखुम्बु,buddha,mavi,Solukhumbu
13747,आवि हनुमाननगर भरतपुर म न पा चितवन,,avi,Bhaktapur
13748,आवि भरतपुर चितवन,,avi,Bhaktapur
13749,लुङखानी प्रावि खोलाखर्क बाग्लुङ,lu~nakhani,pravi,Baglung
13750,भरतपुरे निमावि बाग्लुङ,bharatapure,nimavi,Bhaktapur
13751,देउराली राष्टिय आवि इच्छाकामना चितवन,deurali rashtiya,avi,Chitwan
13752,बराहकोट प्रावि बाग्लुङ,barahakota,pravi,Baglung
13753,बसन्त मावि जैमिनी न पा बाग्लुङ,basanta,mavi,Baglung
13754,विश्वप्रकाश मावि मंगलपुर चितवन,vishvaprakasha,mavi,Chitwan
13755,शरदपुर मावि चितवन,sharadapura,mavi,Chitwan
13756,शरदपुर मावि भरतपुर गौरीगञ्ज चितवन,sharadapura,mavi,Bhaktapur
13757,रम्भादेवी प्रावि िनवलपरासी,rambhadevi,pravi,Nawalparasi
13758,सोमनाथ प्राविनवलपरासी,somanatha,pravi,Nawalparasi
13759,चितवन मावि चितवन,chitavana,mavi,Chitwan
13760,चन्द्रज्योती निमावि सोलुखुम्बु,chandrajyoti,nimavi,Solukhumbu
13761,सुर्योदय आदर्श आवि सोलुखुम्बु,suryodaya adarsha,avi,Solukhumbu
13762,बुडा किन्जा आवि लिखुपिके गा पा भकान्जे सोलुखुम्बु,buda kinja,avi,Solukhumbu
13763,जनता आवि सोलुखुम्बु,janata,avi,Solukhumbu
13764,सूर्योदय आवि सोलुखुम्बु,suryodaya,avi,Solukhumbu
13765,जनकल्याण्ा रा प्राविचितवन,janakalyana ra,pravi,Chitwan
13766,भृकुटी मावि वागलुङ,bhrrikuti,mavi,Baglung
13767,जनता प्रावि नयाँबजार वाग्लुङ,janata,pravi,Baglung
13768,शिशै मावि रुपन्देही,shishai,mavi,Rupandehi
13769,सीताराम सस्कृत मावि देवघाट चितवन,sitarama saskrrita,mavi,Chitwan
13770,जनप्रय प्रावि पर्बत,janapraya,pravi,Parbat
13771,जनज्योती प्रावि पार्वे सोलुखुम्बु,janajyoti,pravi,Solukhumbu
13772,नेपाल तारा मावि बाग्लुङ,nepala tara,mavi,Baglung
13773,नेपाल शान्ति मावि नवलपरासी,nepala shanti,mavi,Nawalparasi
13774,प्रजातन्त्रविकास मावि ताराखोला गा पा बाग्लुङ,prajatantravikasa,mavi,Baglung
13775,ज्ञानकुञ्ज प्रावि बाग्लुङ,j~nanaku~nja,pravi,Baglung
13776,नारायण्ाी बि म मावि चितवन,narayanai bi ma,mavi,Chitwan
13777,राष्ट्रिय आवि जनकपुर चितवन,rashtriya,avi,Chitwan
13778,नेपाल राष्टि्य मावि पिपरपाती पचरौता बारा,nepala rashtiya,mavi,Bara
13779,कुँडेढोर प्रावि निसीखोला गा पा बाग्लुङ,ku.ndedhora,pravi,Baglung
13780,जनप्रिय आवि सोलुखुम्बु,janapriya,avi,Solukhumbu
13781,बुक्सा प्रावि सोलुखुम्बु,buksa,pravi,Solukhumbu
13782,जुमि निमावि सोलुखुम्बु,jumi,nimavi,Solukhumbu
13783,सरस्वती प्रावि बागलुङ न पा बागलुङ,sarasvati,pravi,Baglung
13784,हिमालय मावि सोलुखुम्बु,himalaya,mavi,Solukhumbu
13785,गोराखानी आवि सोलुदुधकुण्ड सोलुखुम्वु,gorakhani,avi,Solukhumbu
13786,छिम्बु आवि लिखुपिके गा पा सोलुखुम्बु,chimbu,avi,Solukhumbu
13787,राधाकृष्ण भूपालमानसिंह कार्की मावि मोरङ,radhakrrishna bhupalamanasimha karki,mavi,Kaski
13788,फोर्चे प्रावि सोलुखुम्बु,phorche,pravi,Solukhumbu
13789,त्रिभुवन मावि मोरङ,tribhuvana,mavi,Morang
13791,धमोदय प्रावि पर्बत,dhamodaya,pravi,Parbat
13792,सगरमाथा निमावि पर्बत,sagaramatha,nimavi,Parbat
13793,लुङखानी प्रावि बागलुङ,lu~nakhani,pravi,Baglung
13794,रुद्र प्रावि धनकुटा,rudra,pravi,Dhankuta
13795,बाल कल्याण प्रावि ताराखोला बागलुङ,bala kalyana,pravi,Salyan
13796,फुलवारी प्रावि बाग्लुङ,phulavari,pravi,Baglung
13797,जनता धन मावि अमलाचौर बाग्लुङ,janata dhana,mavi,Baglung
13798,राधाकृष्ण भुपालमान सिंह कार्की मावि विराटनगर मोरङ,radhakrrishna bhupalamana simha karki,mavi,Morang
13799,शान्ति भवन प्रावि लम्जुङ,shanti bhavana,pravi,Lamjung
13800,जनजागृति प्रावि सोलुखुम्बु,janajagrriti,pravi,Solukhumbu
13801,प्रावि भक्तपुर,,pravi,Bhaktapur
13802,जनमुक्ति प्रावि बोहरागाउँ वाग्लुङ,janamukti,pravi,Baglung
13803,छेस्काम मावि महाकुलुङ सोलुखुम्बु,cheskama,mavi,Solukhumbu
13804,झिल्लविरा निमावि पर्वत,jhillavira,nimavi,Parbat
13805,महेन्द्र शिखरी मावि बाजुङ पर्वत,mahendra shikhari,mavi,Bajura
13806,जुभिङ मावि सोलुखुम्बु,jubhi~na,mavi,Solukhumbu
13807,सगरमाथा मावि वहाकी पर्वत,sagaramatha,mavi,Parbat
13808,कार्किनेटा ढुङ्गेठाँटी पर्वत प्रावि,karkineta dhu~ngetha.nti parvata,pravi,Parbat
13809,रा प्रावि चारकिल्ला चितवन,ra,pravi,Chitwan
13810,जनसेवा आवि वाजथला धनकुटा,janaseva,avi,Dhankuta
13811,शारदा मावि हात्तिखर्क धनकुटा,sharada,mavi,Dhankuta
13812,नव जागृती आवि चितवन,nava jagrriti,avi,Chitwan
13813,जनप्रीय प्रावि पर्बत,janapriya,pravi,Parbat
13814,नव जागरण्ा प्रावि बाग्लुङ,nava jagarana,pravi,Baglung
13815,कीर्तनपुर आवि माडी चितवन,kirtanapura,avi,Myagdi
13816,नजकल्याण प्रावि सुखौरा बाग्लुङ,najakalyana,pravi,Baglung
13817,माछापुच्छे्र प्रावि बाग्लुङ,machapuchchera,pravi,Baglung
13818,जनता मावि पैयुथन्थाप पोखरीबारी बाग्लुङ,janata,mavi,Baglung
13819,रा आवि चितवन,ra,avi,Chitwan
13820,बुद्ध प्रावि बाग्लुङ,buddha,pravi,Baglung
13821,निमावि धादिङ,,nimavi,Dhading
13822,एश्वर्य प्रावि सान्नेटार धनकुटा,eshvarya,pravi,Dhankuta
13823,ग्रामीण सामाजिक मावि पाख्रीवास धनकुटा,gramina samajika,mavi,Dhankuta
13824,मन्छिन्द्र देवी आवि चौविसे गा पा हमेला धनकुटा,manchindra devi,avi,Dhankuta
13825,गजुरी पिंडा मावि गजुरी धादिङ,gajuri pimda,mavi,Dhading
13826,शिबशंकर प्रावि धादिङ,shibashamkara,pravi,Dhading
13827,कालिका प्रावि धादिङ,kalika,pravi,Dhading
13828,बालारानी मावि म्यादी म्याग्दी,balarani,mavi,Myagdi
13829,शंखादेवी मावि धादिङ,shamkhadevi,mavi,Dhading
13830,ने रा प्रावि मधवल पर्सा,ne ra,pravi,Parsa
13831,मा पु मावि बगडी पर्सा,ma pu,mavi,Parsa
13832,ने रा प्रावि मनियारी पर्सा,ne ra,pravi,Parsa
13833,महेन्द्र मावि पर्बत,mahendra,mavi,Parbat
13834,सुुर्य मावि होश्राङदी पर्वत,suurya,mavi,Parbat
13835,राष्ट्रिय आवि देवघाट तनहुँ,rashtriya,avi,Tanahun
13836,जयन्ती निमावि जहदा घनेवा नवलपरासी,jayanti,nimavi,Nawalparasi
13837,प्रगती मावि नवलपरासी,pragati,mavi,Nawalparasi
13838,मावि बालापुर तुलसिपुर दाङ,,mavi,Bhaktapur
13839,युवा वषै प्रावि पर्सा,yuva vashai,pravi,Parsa
13840,ने रा निमावि भौरातार पर्सा,ne ra,nimavi,Parsa
13841,ने रा प्रावि विगवनिया पर्सा,ne ra,pravi,Parsa
13842,नबरत्न प्रावि पर्बत,nabaratna,pravi,Parbat
13843,बागबच्छला मावि धादिङ,bagabachchala,mavi,Dhading
13844,कुमारी देवी मावि ज्यामरुङ धादिङ,kumari devi,mavi,Dhading
13845,नेपाल लोक सेवा प्राविनवलपरासी,nepala loka seva,pravi,Palpa
13846,कुमारवर्ती आवि नवलपरासी,kumaravarti,avi,Nawalparasi
13847,दुर्गा आवि गैंडाकोट व सु पूर्व नवलपरासी,durga,avi,Nawalparasi
13848,विष्ण्ाु उदय प्रावि िनवलपरासी,vishnau udaya,pravi,Nawalparasi
13849,जनक निमावि पर्बत,janaka,nimavi,Parbat
13850,लाकुरी प्रावि पर्बत,lakuri,pravi,Parbat
13851,झारगाउँ प्रावि तनहुँँ,jharagau.n,pravi,Tanahun
13852,तारा प्रावि धरमपानी तनहुँँ,tara,pravi,Tanahun
13853,भुमे प्रावि पर्बत,bhume,pravi,Parbat
13854,राम मावि पाख्रिवास धनकुटा,rama,mavi,Dhankuta
13855,जनजागृति प्रावि नवलपरासी,janajagrriti,pravi,Nawalparasi
13856,श्री बाराही प्रावि पाल्पा,shri barahi,pravi,Palpa
13857,शहिद लखानाथ प्रावि विरकोट पाल्पा,shahida lakhanatha,pravi,Palpa
13858,देवचुली मावि नवलपरासी,devachuli,mavi,Nawalparasi
13859,जनसहयोग आवि दैलेख,janasahayoga,avi,Dailekh
13860,आलम प्रावि पाल्पा,alama,pravi,Palpa
13861,भैरव मावि दैलेख,bhairava,mavi,Dailekh
13862,रघु मावि तनहुँँ,raghu,mavi,Tanahun
13863,सेतीगंगा प्रावि तनहुँ,setigamga,pravi,Tanahun
13864,मालीका प्रावि पर्बत,malika,pravi,Parbat
13865,शिद्धबाबा प्रावि पर्बत,shiddhababa,pravi,Parbat
13866,कालिका मावि तनहुँँ,kalika,mavi,Tanahun
13867,बेनीमित्र प्रावि व्यास न पा तनहुँँ,benimitra,pravi,Tanahun
13868,ने रा प्रावि सिकारी बा पर्सा,ne ra,pravi,Parsa
13869,बलभद्र आवि भिमाद तनहुँुँ,balabhadra,avi,Tanahun
13870,ठैनादेबी प्रावि दैलेख,thainadebi,pravi,Dailekh
13871,शंकर प्रावि ऋषिङ्ग गा पा तनहुँँ,shamkara,pravi,Tanahun
13872,अरुण्ाोदय मावि तनहुँ,arunaodaya,mavi,Tanahun
13873,कर्मदा निमावि तनहुँ,karmada,nimavi,Tanahun
13874,नारायण आवि पुरानो बजार दैलेख,narayana,avi,Dailekh
13875,मालीका मावि दैलेख,malika,mavi,Dailekh
13876,डाँफे प्रावि दशरथे नारायण न पा दैलेख,da.nphe,pravi,Dailekh
13877,गुठी फच्याङ प्रावि तनहुँ,guthi phachya~na,pravi,Tanahun
13878,श्री नारायण नेपाल राष्टि्य प्रावि दैलेख,shri narayana nepala rashtiya,pravi,Dailekh
13879,मष्टा आवि मष्टास्थान भैरबी गा पा दैलेख,mashta,avi,Dailekh
13880,बत्ती आवि दैलेख,batti,avi,Dailekh
13881,मावि दैलेख,,mavi,Dailekh
13882,नेपाल राष्टिय प्रावि उम दैलेख,nepala rashtiya,pravi,Dailekh
13883,भैरब प्रावि नारायण दैलेख,bhairaba,pravi,Dailekh
13884,बराहस्थान प्रावि गुँरास गा पा दैलेख,barahasthana,pravi,Dailekh
13885,विजया मावि दुल्लु दैलेख,vijaya,mavi,Dailekh
13886,ने रा मावि सुर्खेत,ne ra,mavi,Surkhet
13887,आवि दैलेख,,avi,Dailekh
13888,माईस्थान विद्यापिठ मावि विरगंज पर्सा,maisthana vidyapitha,mavi,Parsa
13889,शारदा मावि पालुङटार गोरखा,sharada,mavi,Gorkha
13890,हिमालय मावि तिजको डाँडा चामुण्डा विन्दासैनी न पा दैलेख,himalaya,mavi,Dailekh
13891,जनता आवि जुम्लेसाल दैलेख,janata,avi,Dailekh
13892,भवानी प्रावि तोली दैलेख,bhavani,pravi,Dailekh
13893,दिप शिशु प्रावि दैलेख,dipa shishu,pravi,Dailekh
13894,ने रा प्रावि निर्मल वस्ती पर्सा,ne ra,pravi,Parsa
13895,हारदेनिमावि पर्सा,harade,nimavi,Parsa
13896,सृजना प्रावि तनहुँ,srrijana,pravi,Tanahun
13897,जनता मावि दैलेख,janata,mavi,Dailekh
13898,महादेव मावि मेतल्पाटा दैलेख,mahadeva,mavi,Dailekh
13899,संस्कृत मावि धादिङ,samskrrita,mavi,Dhading
13900,जगनाथ प्रावि सल्लेरी दैलेख,jaganatha,pravi,Dailekh
13901,बालवोध मावि भिमढुङ्गा काठमाण्डौ,balavodha,mavi,Kathmandu
13902,ने रा प्रावि औराहा,ne ra,pravi,Rautahat
13903,पृथ्वी मावि भिमाद न पा तनहुँ,prrithvi,mavi,Tanahun
13904,कन्यादेवी मावि तनहुँ,kanyadevi,mavi,Tanahun
13905,पुर्णिमा प्रावि तनहुँँ,purnima,pravi,Tanahun
13906,नेपाल राष्टिय आवि पर्सा,nepala rashtiya,avi,Parsa
13907,नेपाल राष्ट्रिय प्रावि जगरनाथपुर पर्सा,nepala rashtriya,pravi,Parsa
13908,वितोमहतो मावि पर्सा,vitomahato,mavi,Parsa
13909,महाेवनी पदम मावि राजीगंज पर्सा,mahaevani padama,mavi,Parsa
13910,मावि डोकौला पर्सा,,mavi,Parsa
13911,प्रावि पर्सा,,pravi,Parsa
13912,शान्ति सिर्जना प्रावि पर्सा,shanti sirjana,pravi,Parsa
13913,बाल कुमारी प्रावि मकवानपुर,bala kumari,pravi,Makwanpur
13914,ने रा प्रावि जानकीटोला पर्सा,ne ra,pravi,Parsa
13915,ने रा प्रावि विजमिया म्याग्दी,ne ra,pravi,Myagdi
13916,नेपाल राष्ट्रिय आवि जयमंगलपुर पर्सा,nepala rashtriya,avi,Parsa
13917,नेपाल राष्ट्रिय प्रावि सरस्वतीनगर पर्सा,nepala rashtriya,pravi,Parsa
13918,ने रा प्रावि संठी,ne ra,pravi,Bara
13919,ने रा लक्ष्मण साह चन्द्र ज्योति मावि रंगपुर पर्सा,ne ra lakshmana saha chandra jyoti,mavi,Parsa
13920,ने रा आवि हरपुर पर्सा,ne ra,avi,Parsa
13921,मावि पर्सा,,mavi,Parsa
13922,रा प्रावि पाठशालाल गोपीवस्ती,ra,pravi,Bara
13923,नेपाल राष्टिय मावि नगवा वीरगंज पर्सा,nepala rashtiya,mavi,Parsa
13924,प्रावि गहवा पर्सा,,pravi,Parsa
13925,ने रा प्रावि भिष्म,ne ra,pravi,Bara
13926,ने रा निमावि बेलवा पर्सा,ne ra,nimavi,Parsa
13927,प्रगतिशील मिलिजुली निमावि बाबरे दोलखा,pragatishila milijuli,nimavi,Dolakha
13928,प्रावि दोलखा,,pravi,Dolakha
13929,क्षत्रवती मावि दोलखा,kshatravati,mavi,Dolakha
13930,जिरी मावि दोलखा,jiri,mavi,Dolakha
13931,चेत्पु प्रावि दोलखा,chetpu,pravi,Dolakha
13932,बाबा बैधनाथ प्रावि गढैया पर्सा,baba baidhanatha,pravi,Parsa
13933,रामसुरत सिंह ने रा प्रावि पर्सा,ramasurata simha ne ra,pravi,Parsa
13934,नेपाल राष्टिय मावि सिसहनिया बारा,nepala rashtiya,mavi,Bara
13935,घर्मशाला प्रावि दोलखा,gharmashala,pravi,Dolakha
13936,शिवालय प्रावि गौरीशंकर दोलखा,shivalaya,pravi,Dolakha
13937,हरिसिद्धि प्रावि दोलखा,harisiddhi,pravi,Dolakha
13938,मानेडाँडा मावि दोलखा,maneda.nda,mavi,Dolakha
13939,मावि दोलखा,,mavi,Dolakha
13940,नवज्योति आवि सुरी दोलखा,navajyoti,avi,Dolakha
13941,नेपाल स्काउट आवि इटीयाही पर्सा,nepala skauta,avi,Parsa
13942,प्रावि काभ्रेपलान्चोक,,pravi,Kavrepalanchok
13943,प्रावि जखनी,,pravi,Arghakhanchi
13944,सरस्वती आवि सिन्धुली,sarasvati,avi,Sindhuli
13945,सखुवाटी ने रा प्रावि पर्सा,sakhuvati ne ra,pravi,Parsa
13946,प्रावि वाराहा खुर्कोट,,pravi,Siraha
13947,वाललहरी प्रावि सिन्धुली,valalahari,pravi,Sindhuli
13948,धापकाली आवि धाप बालाजोर सिन्धुली,dhapakali,avi,Sindhuli
13949,शिद्ध मावि कोटगाउँ रमिते सुनकोशी गा पा सिन्धुली,shiddha,mavi,Sindhuli
13950,जगदम्बा प्रावि धनकुटा,jagadamba,pravi,Dhankuta
13951,सिलदेबी प्रावि तनहुँ,siladebi,pravi,Tanahun
13952,सरस्वती प्रावि धनकुटा फुलाँटे,sarasvati,pravi,Dhankuta
13953,गुराँसे प्रावि पाख्रीबास धनकुटा,gura.nse,pravi,Dhankuta
13954,पंचकृष्ण मावि खोकु धनकुटा,pamchakrrishna,mavi,Dhankuta
13955,मंगल मावि पर्सा,mamgala,mavi,Parsa
13956,ने रा प्रावि सबैया टारी पर्सा,ne ra,pravi,Parsa
13957,ने रा जनजाती प्रावि पर्सा,ne ra janajati,pravi,Parsa
13958,नेपाल राष्ट्रिय प्रावि चौकिया बैरिया पर्सा,nepala rashtriya,pravi,Parsa
13959,जनता मावि पडरिया पछवारी सर्लाही,janata,mavi,Sarlahi
13960,बागेश्वरी प्रावि धादिङ,bageshvari,pravi,Dhading
13961,नेरा प्रावि पर्सा,nera,pravi,Parsa
13962,ने रा सिताराम महतो मावि पर्सा,ne ra sitarama mahato,mavi,Parsa
13963,बाल मंदिर आवि वीरगंज पर्सा,bala mamdira,avi,Parsa
13964,सुकाइ साह मावि पर्सा,sukai saha,mavi,Parsa
13965,कालिका मावि राँचुली कालिकोट,kalika,mavi,Kalikot
13966,सरस्वती निमावि कालिकोट,sarasvati,nimavi,Kalikot
13967,विश्व ज्योती आवि राजिपुर बर्दिया,vishva jyoti,avi,Bardiya
13968,कालीदेवी आवि रामेछाप,kalidevi,avi,Ramechhap
13969,विलट वौकू मावि मडान कमला न पा धनुषा,vilata vauku,mavi,Dhanusha
13970,कायृ दछाता मुगु,kayrri dachata mugu,,Mugu
13971,जनसेवी प्रावि बाँसगढी न पा बर्दिया,janasevi,pravi,Bardiya
13972,नव आदर्श प्रावि मुगु,nava adarsha,pravi,Mugu
13973,कालिका मावि वि श्रीकोट मुगु,kalika,mavi,Mugu
13974,कालिका मावि नगरकोट भक्तपुर,kalika,mavi,Bhaktapur
13975,पञ्चकन्या मावि भक्तपुर,pa~nchakanya,mavi,Bhaktapur
13976,राम आवि भक्तपुर,rama,avi,Bhaktapur
13977,क्षेत्रपालेश्वरी मावि सिन्धुपाल्चोक,kshetrapaleshvari,mavi,Sindhupalchok
13978,कमलादेवी आवि सिम्ले सिन्धुपाल्चोक,kamaladevi,avi,Sindhupalchok
13979,गौमती मावि सिन्धुली,gaumati,mavi,Sindhuli
13980,भानु मावि पाणिनि गा पा मैदान अर्घाखाँची,bhanu,mavi,Arghakhanchi
13981,विरेन्द्र मावि अर्घाखाँची,virendra,mavi,Arghakhanchi
13982,अरनिको आवि अर्घा गच्छेगैरा अर्घाखाँची,araniko,avi,Arghakhanchi
13984,गौरा मावि ठाडा अर्घाखाँची,gaura,mavi,Arghakhanchi
13985,लक्ष्मी प्रावि डाँडा गाउँ रस्सी डोल्पा,lakshmi,pravi,Dolpa
13986,चन्दननाथ आवि हाेर्त डोल्पा,chandananatha,avi,Dolpa
13987,लेख नाथ प्रावि करेलीडाँ डोल्पा,lekha natha,pravi,Dolpa
13988,शितला प्रावि रुख डोल्पा,shitala,pravi,Dolpa
13989,ज्योति मावि राजापानी खाम्तेल खोटाङ,jyoti,mavi,Khotang
13990,सारदा निमावि खोटाङ,sarada,nimavi,Khotang
13991,सिंह देवी मावि खोटाङ,simha devi,mavi,Khotang
13992,चन्ज्योति प्रावि जाजरकोट,chanjyoti,pravi,Jajarkot
13993,इन्द्रधनुष निमावि लहँ पोखरा जाजरकोट,indradhanusha,nimavi,Jajarkot
13994,रौता प्रावि उदयपुर,rauta,pravi,Udayapur
13995,लक्ष्मी मावि डंग्राहा मोरङ,lakshmi,mavi,Morang
13996,सुर्याेदय मावि सल्यान,suryaedaya,mavi,Salyan
13997,नेपाल राष्ट्रिय मावि कपुरकोट सल्यान,nepala rashtriya,mavi,Salyan
13998,बुद्ध आवि सल्यान,buddha,avi,Salyan
13999,अमर शहिद गंगालाल निमावि सल्यान,amara shahida gamgalala,nimavi,Salyan
14000,सरस्वती प्रावि गोवरडिहा दाङ,sarasvati,pravi,Dang
14001,दिप सृजना प्रावि सल्यान,dipa srrijana,pravi,Salyan
14002,जनता आवि सल्यान,janata,avi,Salyan
14003,महेन्द्र मावि माझकाँडा सल्यान,mahendra,mavi,Salyan
14004,ने रा प्रावि दाङ,ne ra,pravi,Bara
14005,विरेन्द्र प्रावि डाँगीगाउ कोटमौला,virendra,pravi,Dang
14006,खगेन्द्र प्रावि छाँयाक्षेत्र रानागाउँ सल्यान,khagendra,pravi,Salyan
14007,थाङदोर प्रावि रसुवा,tha~nadora,pravi,Rasuwa
14008,कालिका मावि डोल्पा,kalika,mavi,Dolpa
14009,कस्तुरी आवि त्रिपुरासुन्दरी डोल्पा,kasturi,avi,Dolpa
14010,अन्नपूर्ण मावि डोल्पा,annapurna,mavi,Dolpa
14011,मुनामदन प्रावि छांचु डोल्पा,munamadana,pravi,Dolpa
14012,भानुभक्त प्रावि डोल्पा,bhanubhakta,pravi,Dolpa
14013,सयपत्री आवि डोल्पा,sayapatri,avi,Dolpa
14014,दिव्यज्योति रा प्रावि चितवन,divyajyoti ra,pravi,Chitwan
14015,जय कालिका मावि बढैयाताल बर्दिया,jaya kalika,mavi,Bardiya
14016,रसुवा मावि धुन्चे रसुवा,rasuva,mavi,Rasuwa
14017,ज्योति आवि रुम त्रिपुराकोट डोल्पा,jyoti,avi,Dolpa
14018,याची आवि डोल्पा,yachi,avi,Dolpa
14019,शुभकामना आवि रह डोल्पा,shubhakamana,avi,Dolpa
14020,लोकिल प्रावि रसुवा,lokila,pravi,Rasuwa
14021,प्राङशे प्रावि रसुवा,pra~nashe,pravi,Rasuwa
14022,करुम याङ्ग आवि उत्तरगया रसुवा,karuma ya~nga,avi,Rasuwa
14023,मावि सहसराम मनराशिसवा महोत्तरी,,mavi,Mahottari
14024,ने रा प्रावि वनाली सुर्खेत,ne ra,pravi,Surkhet
14025,सरस्वती प्रावि सुर्खेत सुर्खेत,sarasvati,pravi,Surkhet
14026,बाल उदय मावि रोल्पा,bala udaya,mavi,Rolpa
14027,सरस्वती मावि दाइवाङ पाङ रोल्पा,sarasvati,mavi,Rolpa
14028,सुन्नानी मावि प्यूठान,sunnani,mavi,Pyuthan
14029,जनज्योति मावि गजुल रोल्पा,janajyoti,mavi,Rolpa
14030,पलेप प्रावि रसुवा,palepa,pravi,Palpa
14032,शुक्र निमावि रोल्पा,shukra,nimavi,Rolpa
14033,ने रा प्रावि रोल्पा,ne ra,pravi,Rolpa
14034,बाल विकास मावि दाङ,bala vikasa,mavi,Bara
14035,श्री प्रावि कुडुले सल्यान,shri,pravi,Salyan
14037,दुधाधारी मावि गुगौली कपिलवस्तु,dudhadhari,mavi,Kapilbastu
14038,श्री निमावि कपिलबस्तु,shri,nimavi,Kapilbastu
14039,बाल कल्याण आवि बलवाङ रोल्पा,bala kalyana,avi,Rolpa
14040,जनता मावि बाणगंगा न पा कपिलवस्तु,janata,mavi,Kapilbastu
14041,सीर्जनसिल प्रावि दाङ,sirjanasila,pravi,Dang
14042,बालशिक्षा मावि रोल्पा,balashiksha,mavi,Rolpa
14043,जनता प्रावि मोतीपुर रौतहट,janata,pravi,Rautahat
14044,सुभद्र जनता आवि सिसहनियाँ कपिलवस्तु,subhadra janata,avi,Kapilbastu
14045,रघुनाथ प्रावि कपिलवस्तु,raghunatha,pravi,Kapilbastu
14046,सिद्ध प्रावि गंगादेव गा पा रोल्पा,siddha,pravi,Rolpa
14047,प्रावि थुनिकोट रोल्पा,,pravi,Rolpa
14048,बसुन्धरा प्रावि रोल्पा,basundhara,pravi,Rolpa
14049,पिताराज आवि रोल्पा,pitaraja,avi,Rolpa
14050,प्रावि थापापानी दाङ,,pravi,Dang
14051,रा नि ज्योती प्रावि रोल्पा,ra ni jyoti,pravi,Rolpa
14052,गंगा प्रावि रोल्पा,gamga,pravi,Rolpa
14053,ने रा निमावि रोल्पा,ne ra,nimavi,Rolpa
14054,नारायण मावि इलाम,narayana,mavi,Ilam
